ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,FASCIAETA,DOCENTITITOLARIMASCHI,DOCENTITITOLARIFEMMINE
201617,BOLOGNA,SCUOLA PRIMARIA,NORMALE,FINO A 34,8,119
201617,LUCCA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,7,42
201617,TRIESTE,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,3
201617,MILANO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,112,4047
201617,LIVORNO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,73
201617,REGGIO EMILIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,279,488
201617,MATERA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,12,368
201617,CATANIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,35,172
201617,BRINDISI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,21,67
201617,FERMO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,20
201617,CAGLIARI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,108,391
201617,FORLI'-CESENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,3,9
201617,FORLI'-CESENA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,3
201617,ASTI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,4,208
201617,MILANO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,8,162
201617,BOLOGNA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,119,520
201617,RIETI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,36,102
201617,TREVISO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,32,106
201617,BENEVENTO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,26,503
201617,TERNI,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,9,137
201617,CUNEO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,3
201617,TORINO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,1255,2087
201617,GORIZIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,1
201617,LECCE,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,31
201617,ALESSANDRIA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,12
201617,PAVIA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,279
201617,VICENZA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,34
201617,TRIESTE,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,15,317
201617,PADOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,3
201617,RAVENNA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,44
201617,CASERTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,131,204
201617,NAPOLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,210,463
201617,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,89,147
201617,MILANO,SCUOLA INFANZIA,NORMALE,OLTRE 54,5,1021
201617,MATERA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,3,27
201617,ROVIGO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,5
201617,LUCCA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,3
201617,FROSINONE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,84,363
201617,RIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,7,23
201617,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,2,4
201617,POTENZA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,72,227
201617,CATANZARO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,3,2
201617,PARMA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,4,32
201617,CROTONE,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,14
201617,LECCE,SCUOLA INFANZIA,NORMALE,OLTRE 54,2,706
201617,TRIESTE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,5,17
201617,PESARO E URBINO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,12
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,15,30
201617,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,3,112
201617,IMPERIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,35
201617,MATERA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,6,13
201617,TREVISO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,7
201617,NUORO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,115
201617,VERONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,6
201617,PAVIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,10,8
201617,CREMONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,11,24
201617,SASSARI,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,9
201617,BIELLA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,13,64
201617,ROVIGO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,4
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,2,1
201617,PORDENONE,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,5
201617,TERNI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,4,16
201617,L'AQUILA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,70
201617,VICENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,20,28
201617,MASSA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,5
201617,BRINDISI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,72
201617,GROSSETO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,19
201617,MILANO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,1497,2768
201617,FOGGIA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,38,985
201617,CAMPOBASSO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,10,371
201617,ASTI,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,93
201617,VENEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,11,49
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,8,25
201617,OGLIASTRA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,5,20
201617,UDINE,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,183
201617,FORLI'-CESENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,1
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,4
201617,MILANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,141,475
201617,MASSA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,28
201617,AVELLINO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,4
201617,CHIETI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,6,6
201617,FOGGIA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,12,338
201617,TRAPANI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,67,299
201617,MASSA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,6,27
201617,ROVIGO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,91
201617,OGLIASTRA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,1,32
201617,GROSSETO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,47,78
201617,TORINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,7
201617,ENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,17,25
201617,GORIZIA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,2
201617,TRAPANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,89,126
201617,VICENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,22,77
201617,FIRENZE,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,10,160
201617,L'AQUILA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,179
201617,TREVISO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,14
201617,SONDRIO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,10
201617,CATANIA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,1,27
201617,SAVONA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,13
201617,NUORO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,33
201617,CAMPOBASSO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,7,299
201617,MANTOVA,SCUOLA INFANZIA,NORMALE,OLTRE 54,5,211
201617,CATANZARO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,192,363
201617,UDINE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,9,38
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,14,51
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,12,40
201617,PISTOIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,5,18
201617,SIENA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,5,14
201617,PARMA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,2
201617,CATANZARO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,25,92
201617,VIBO VALENTIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,9,35
201617,SIENA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,173,271
201617,SALERNO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,15,278
201617,CATANIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,64
201617,CROTONE,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,16
201617,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,12
201617,GROSSETO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,4,13
201617,MODENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,13,37
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,3
201617,FERMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,8,21
201617,CARBONIA-IGLESIAS,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,73
201617,TARANTO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,532,795
201617,BOLOGNA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,254
201617,VERBANO-CUSIO-OSSOLA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,8,226
201617,MESSINA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,SASSARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,7,61
201617,PERUGIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,28
201617,PALERMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,1
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,86,187
201617,GENOVA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,38,977
201617,ROVIGO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,5,7
201617,BOLOGNA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,118,508
201617,PAVIA,SCUOLA PRIMARIA,NORMALE,FINO A 34,3,55
201617,LECCE,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,7,116
201617,FIRENZE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,20,111
201617,REGGIO EMILIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,33,780
201617,BRINDISI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,3
201617,GROSSETO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,6,21
201617,VENEZIA,SCUOLA INFANZIA,NORMALE,FINO A 34,2,24
201617,TRIESTE,SCUOLA INFANZIA,NORMALE,FINO A 34,0,3
201617,ENNA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,8,81
201617,PESCARA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,23
201617,PESCARA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,20
201617,FIRENZE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,215,419
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,3,6
201617,VIBO VALENTIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,52,127
201617,VIBO VALENTIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,10,235
201617,ASTI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,122
201617,BARI,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,3,113
201617,POTENZA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,426,450
201617,VENEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,18,64
201617,AVELLINO,SCUOLA INFANZIA,NORMALE,OLTRE 54,2,486
201617,FERRARA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,106,281
201617,MATERA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,76,186
201617,LODI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,3
201617,SAVONA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,19
201617,OGLIASTRA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,31,55
201617,TERAMO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,2,131
201617,GENOVA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,43,230
201617,SAVONA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,22,83
201617,RIMINI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,2,9
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,17,30
201617,MACERATA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,33
201617,LUCCA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,2,14
201617,GORIZIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,0,6
201617,AREZZO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,169
201617,LECCO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,0
201617,CATANIA,SCUOLA INFANZIA,NORMALE,FINO A 34,1,0
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,42,108
201617,PADOVA,SCUOLA PRIMARIA,NORMALE,FINO A 34,4,118
201617,PADOVA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,207,679
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,6,49
201617,VARESE,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,67
201617,PISA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,279,470
201617,TRAPANI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,2,2
201617,TORINO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,18,270
201617,CASERTA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,2,61
201617,CREMONA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,8
201617,NAPOLI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,4,195
201617,FIRENZE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,17,59
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,425,873
201617,LA SPEZIA,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,17
201617,ASTI,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,LATINA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,38,96
201617,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,12,12
201617,MESSINA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,15,223
201617,SIRACUSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,1
201617,ROMA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,1330,3774
201617,COSENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,24,95
201617,RIETI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,6
201617,VIBO VALENTIA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,20,381
201617,ISERNIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,POTENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,13,34
201617,CATANIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,45,127
201617,GORIZIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,5,21
201617,AVELLINO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,9,11
201617,LECCO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,8,13
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,29,98
201617,RIMINI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,65,154
201617,BRESCIA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,220
201617,RIETI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,42
201617,SONDRIO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,2
201617,MATERA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,8,75
201617,VICENZA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,101
201617,CATANZARO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,19,483
201617,VARESE,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,86
201617,BELLUNO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,10
201617,BELLUNO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,17
201617,VITERBO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,3
201617,SALERNO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,7,164
201617,FERMO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,5,206
201617,ISERNIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,21
201617,CHIETI,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,59
201617,SASSARI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,22,403
201617,CREMONA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,141
201617,MILANO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,27,423
201617,SAVONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,10,22
201617,PAVIA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,13,421
201617,VARESE,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,7,106
201617,TARANTO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,127,472
201617,BARI,SCUOLA INFANZIA,NORMALE,FINO A 34,0,27
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,1,7
201617,BOLOGNA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,419,925
201617,CAGLIARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,17,57
201617,VENEZIA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,181
201617,TORINO,SCUOLA PRIMARIA,NORMALE,FINO A 34,27,436
201617,PIACENZA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,49,104
201617,TRAPANI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,13,14
201617,MILANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,10,20
201617,LIVORNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,8,26
201617,PISTOIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,4
201617,VENEZIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,6,103
201617,NOVARA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,50
201617,REGGIO CALABRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,29,85
201617,MACERATA,SCUOLA PRIMARIA,NORMALE,FINO A 34,4,26
201617,FIRENZE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,21,54
201617,PARMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,6,49
201617,CUNEO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,367
201617,LECCO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,35
201617,LECCO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,7,9
201617,RIETI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,21,66
201617,VARESE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,23,26
201617,FERMO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,16
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,43,81
201617,CASERTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,MODENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,9,24
201617,MODENA,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,106
201617,FERRARA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,229,392
201617,VERCELLI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,1
201617,CREMONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,5,8
201617,RIMINI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,2
201617,BELLUNO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,2
201617,OGLIASTRA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,3
201617,RIETI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,141,208
201617,LECCO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,56
201617,AVELLINO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,176,513
201617,TERNI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,19,94
201617,TRAPANI,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,5
201617,ENNA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,24,17
201617,FROSINONE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,16,86
201617,COMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,3
201617,PARMA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,3,62
201617,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,226,383
201617,FIRENZE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,121,527
201617,NOVARA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,10,402
201617,CROTONE,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,72,193
201617,PORDENONE,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,122
201617,FERMO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,9
201617,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,6,12
201617,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,237,471
201617,RAVENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,7,38
201617,NOVARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,12,63
201617,SONDRIO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,21,130
201617,SAVONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,6,26
201617,OLBIA-TEMPIO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,6,170
201617,UDINE,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,4,58
201617,BIELLA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,10
201617,FROSINONE,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,446,649
201617,ROMA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,4,192
201617,MESSINA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,4,107
201617,RAGUSA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,17,465
201617,MODENA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,28,833
201617,ROMA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,166,6491
201617,BRINDISI,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,19
201617,GROSSETO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,19
201617,TREVISO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,3
201617,SIENA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,4,400
201617,ISERNIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,5
201617,VARESE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,75,441
201617,TERNI,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,10
201617,FIRENZE,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,37,912
201617,BERGAMO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,82
201617,CAGLIARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,16,57
201617,MASSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,2,13
201617,FOGGIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,145,471
201617,ORISTANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,1
201617,TREVISO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,5,80
201617,MEDIO-CAMPITANO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,25
201617,SASSARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,37,54
201617,FIRENZE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,14,29
